English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Admiring	admire	I admire you.	It was charming to see how these girls danced. They had no spectators but the apple-pickers on the ladders. They were very glad to please them, but they danced to please themselves (or at least you would have supposed so); and you could no more help admiring, than they could help dancing. How they did dance!	Eu te admiro.	Era encantador ver aquelas moças dançando. Ninguém as observava, salvo as colhedoras de maçã trepadas nas escadas. Estavam contentes em agradar às espectadoras, mas dançavam pelo simples prazer de dançar (ou, pelo menos, era o que se poderia supor); e nem era possível deixar de admirá-las, nem elas poderiam deixar de dançar. Como dançavam!
Adolescence	adolescence	Adolescence is a complicated phase.	How long adolescence continues is determined by biological factors.	A adolescência é uma fase complicada.	O quanto dura a adolescência é determinado por fatores biológicos.
Adolescence	adolescence	Adolescence is a complicated phase.	How long adolescence continues is determined by biological factors.	A adolescência é uma fase complicada.	O quanto dura a adolescência é determinado por fatores biológicos.
Adorable	adorable	He's adorable.	What in the world upset my adorable sister so?	Ele é adorável.	Que é que deixou hoje a minha querida irmã assim tão carrancuda?
Adult	adult	Adults only.	"“We do believe our vaccine could protect against severe disease,” an AstraZeneca spokesperson said. He added that the company has not been able ""to properly ascertain its effect against severe disease and hospitalization given that subjects were predominantly young healthy adults."""	Só para adultos.	"Nós acreditamos que a nossa vacina poderá proteger contra infeções graves, disse um porta-voz da AstraZeneca. Ele acrescentou que a empresa não foi capaz de ""verificar devidamente o seu efeito contra doenças graves e hospitalização, dado que os participantes eram predominantemente jovens adultos saudáveis""."
Advantage	advantage	He took advantage of me.	Placing the stress on the first syllable of a word has distinct advantages, namely that it makes it clear where boundaries between words are within a sentence when someone is speaking Toki Pona out loud. You can easily tell when a new word starts, because its first syllable is emphasized.	Ele tirou vantagem de mim.	Colocar o acento tônico na primeira sílaba de uma palavra tem evidentes vantagens, ou seja, deixa claro onde estão os limites entre as palavras dentro de uma frase quando alguém está falando Toki Pona em voz alta. Pode-se facilmente perceber quando começa uma nova palavra, porque sua primeira sílaba é enfatizada.
Advantageous	advantageous	In this case, it is more advantageous to buy in cash.	If you hand over the queen or a rook in exchange for your opponent's bishop, knight, or even pawn, you are making a sacrifice, which is almost always, in fact, an investment because you are looking to gain advantageous compensation.	Neste caso, é mais vantajoso comprar à vista.	Se você entrega a dama ou uma torre em troca de um bispo, um cavalo ou mesmo um peão do seu adversário, você está fazendo um sacrifício, que quase sempre, na verdade, é um investimento, pois você tem em vista obter compensação vantajosa.
Adverb	Adverb	Use adverbs.	In English there are eight main parts of speech: noun, verb, adjective, adverb, pronoun, preposition, conjunction and finally interjection.	Usem os advérbios.	Em inglês há oito partes principais da fala: substantivo, verbo, adjetivo, advérbio, pronome, preposição, conjunção e, por fim, interjeição.
Advertising	advertising	Advertising is everywhere.	Thanks to the Affordable Care Act’s 80/20 rule, if insurance companies don’t spend at least 80 percent of your premium dollar on medical care and quality improvements rather than advertising, overhead and bonuses for executives, they will have to provide you a rebate.	A publicidade está em toda a parte.	Graças à regra 80/20 do Decreto dos Cuidados Acessíveis, se as companhias de seguros não gastarem pelo menos 80 por cento do montante do seu prémio em cuidados médicos e melhorias de qualidade, em vez de publicidade, despesas gerais e bónus para os executivos, eles terão de lhe oferecer um desconto.
Advice	advice	I need advice.	Daphnis could not find fault with her advice, but being quite destitute of the means which might insure success to his suit, he burst into tears, as most poor lovers usually do; and then he again invoked the assistance of the Nymphs.	Eu preciso de aconselhamento.	O Dáfnis não conseguia encontrar nenhum erro nos seus conselhos, mas sendo bastante desprovido dos meios que poderiam assegurar o sucesso na sua demanda, ele irrompeu em lágrimas, como costuma acontecer à maioria dos namorados pobres; e então ele de novo invocou a assistência das Ninfas.
Aerodrome	aerodrome				
Aerodrome	aerodrome				
Aerosol	aerosol	The 1987 international Montreal Protocol banned many of the chlorine compounds used in refrigerants and aerosols, like hairspray, to lessen the damage. Since then, the size of the ozone hole has slowly declined but remains large enough to produce significant ozone loss.	The 1987 international Montreal Protocol banned many of the chlorine compounds used in refrigerants and aerosols, like hairspray, to lessen the damage. Since then, the size of the ozone hole has slowly declined but remains large enough to produce significant ozone loss.	O Protocolo Internacional de Montreal de 1987 proibiu muitos dos compostos de cloro utilizados em refrigerantes e aerossóis, como a laca de cabelo, para diminuir os danos. Desde então, o tamanho do buraco de ozono tem diminuído lentamente, mas permanece suficientemente grande para produzir uma perda significativa de ozono.	O Protocolo Internacional de Montreal de 1987 proibiu muitos dos compostos de cloro utilizados em refrigerantes e aerossóis, como a laca de cabelo, para diminuir os danos. Desde então, o tamanho do buraco de ozono tem diminuído lentamente, mas permanece suficientemente grande para produzir uma perda significativa de ozono.
Aerospace	aerospace				
Aerospatial	aerospatial				
Affect	affect	War affects us all.	An anomaly which often struck me in the character of my friend Sherlock Holmes was that, although in his methods of thought he was the neatest and most methodical of mankind, and although also he affected a certain quiet primness of dress, he was none the less in his personal habits one of the most untidy men that ever drove a fellow-lodger to distraction.	A guerra afeta a todos nós.	Uma anomalia que muitas vezes me marcava sobre o carácter do meu amigo Sherlock Holmes era que, embora nos seus processos de pensamento ele fosse o mais organizado e metódico de toda a humanidade e embora também afetasse um certo primado tranquilo de vestuário, ele era, não obstante, nos seus hábitos pessoais, um dos homens mais desarrumados que alguma vez levou um companheiro de pensão à distração.
Affectionately	affectionately	While your friend holds you affectionately by both your hands you are safe, for you can watch both of his.	While your friend holds you affectionately by both your hands you are safe, for you can watch both of his.	Enquanto teu amigo te segurar calorosamente por ambas as tuas mãos estarás seguro, pois poderás observar ambas as mãos dele.	Enquanto teu amigo te segurar calorosamente por ambas as tuas mãos estarás seguro, pois poderás observar ambas as mãos dele.
