English Word	Portuguese Translation	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
belly	barriga	Ah, my stomach!	You see, a lion is a huge savage beast about 5 feet high, 10 feet long, weighing about 400 pounds running 40 miles an hour, with masses of sharp pointed teeth and nasty, long, razor-sharp claws that could rip your belly open before you could say Eric Robinson, and they look like this.	A minha barriga...	Repare, o leão é uma besta selvagem enorme, cerca de metro e meio de altura, 3 metros de comprimento, 180 quilos, que corre 64 quilómetros à hora, cheio de dentes afiados e pontiagudos, com terríveis garras compridas e afiadas capazes de lhe abrir a barriga antes que possa dizer Eric Robinson, e parecem-se assim.
Belt	Cinto	Belt.	This was kevin francis before last season's Trim-jeans' play of the month production Ofthe seagull by anton chekhov	Cinto...	Este é o Kevin antes da Peça do Mês da Calças-Adelgaçantes, A Gaivota, por Anton Chekhov e a Calças Adelgaçantes com Cinto Limitada.
bend	dobrar	Might want to double that eventually.	In which case, all I need to tell you is that I'm folding the diaphragm in half, like so... and gently inserting it into the vagina before releasing it so that it opens out into a full cup shape	Poderia querer dobrar isso eventualmente.	No qual caso, tudo o que preciso de lhe dizer é que estou a dobrar o diafragma a meio, assim... e a inseri-lo suavemente na vagina, antes de o libertar para que se abra num formato completo de copa
benefit	beneficiar	We cannot reverse our mutations without the serum, nor can the Aquans benefit from the knowledge of their ancestors.	We cannot reverse our mutations without the serum, nor can the Aquans benefit from the knowledge of their ancestors.	Nao podemos reverter nossa mutaçao sem o soro... e os aquans nao podem se beneficiar do conhecimento dos seus ancestrais.	Nao podemos reverter nossa mutaçao sem o soro... e os aquans nao podem se beneficiar do conhecimento dos seus ancestrais.
bent	dobrado				
bet	aposta	Take it.	That red-hot parlay I've been driving paid off in the ninth last night when Attaboy Star got his nose under the wire in front.	Aceita a aposta.	Essa aposta quente. Ia dirigindo na nona noite passada... quando Attaboy Star entrou com o nariz na linha de chegada.
betrayal	traição	Correct, it is betrayal.	"He felt the strength of the great fish moving steadily toward what he had chosen... ... and he thought, ""When once through my treachery... ... it had been necessary for him to make a choice... ... his choice had been to stay in the deep water... ... far out beyond all snares and traps and treacheries."	Perfeitamente, é traição.	"Ele sentiu a força do grande peixe _BAR_ movendo-se na direcção escolhida... e pensou: ""Quando ele percebeu _BAR_ a minha traição... precisou fazer uma escolha... e sua escolha foi manter-se _BAR_ em águas profundas... bem além de todas as ciladas, _BAR_ armadilhas e traições."
between	entre	No.	I want to tell you that the ocean knows this that life in its jewel boxes is endless as the sand impossible to count, pure, and that time among the blood-colored grapes has made the petal hard and shiny, filled the jellyfish with light, untied its knot letting its musical threads fall from a horn of plenty made of infinite mother-of-pearl.	Pensei também numa batalha campal entre 50 germanos e 50 negros de Marrocos.	Quero te contar que o oceano sabe isto: que a vida... em seus estojos de jóias, é infinita como a areia... incontável; pura; e o tempo, entre as uvas cor de sangue.... tornou a pedra dura e lisa, encheu a água-viva de luz... desfez o seu nó, soltou seus fios musicais... de uma cornucópia feita de infinita madrepérola.
beyond	além	Yeah, well...	"He felt the strength of the great fish moving steadily toward what he had chosen... ... and he thought, ""When once through my treachery... ... it had been necessary for him to make a choice... ... his choice had been to stay in the deep water... ... far out beyond all snares and traps and treacheries."	Sim, além disso...	"Ele sentiu a força do grande peixe _BAR_ movendo-se na direcção escolhida... e pensou: ""Quando ele percebeu _BAR_ a minha traição... precisou fazer uma escolha... e sua escolha foi manter-se _BAR_ em águas profundas... bem além de todas as ciladas, _BAR_ armadilhas e traições."
bible	Bíblia	Fetch me my Bible.	The SPCK have provided us with a large number of copies of the Good Book translated into Matabele. But as none of the natives can read even their own language...	Traga-me a minha Bíblia.	A S. P.C.K. Forneceu-nos um grande número de cópias da Bíblia traduzida para matabelee, mas, como os nativos não sabem ler...
bibliography	bibliografia				
bicep	bíceps	I just wanted to tell you Bobbie here is madly in love with you... and trembles at the sight of your rippling biceps.	I just wanted to tell you Bobbie here is madly in love with you... and trembles at the sight of your rippling biceps.	Queria dizer que a Bobbie aqui está loucamente apaixonada por você... e treme diante de seus bíceps vigorosos.	Queria dizer que a Bobbie aqui está loucamente apaixonada por você... e treme diante de seus bíceps vigorosos.
bike	bicicleta	I want my bike back.	With my girlfriends I went by bicycle through the other villages, because we were quite sure anything must happen now.	Eu quero minha bicicleta de volta.	Eu ia de bicicleta a outras aldeias Estudante com as minhas amigas, porque tínhamos a certeza de que algo ia acontecer.
Bikini	Bikini	"""Left Hotel Bikini without paying."""	"""Left Hotel Bikini without paying."""	"""Vou sair do hotel Bikini sem pagar""."	"""Vou sair do hotel Bikini sem pagar""."
Bilingual	bilíngue				
bill	conta	Don't listen.	Howard, you're a chemist, and I would say that your ability to analyze a man's intellectual capacity is way beyond your powers or is this psychological deduction something your wife came up with considering Neil's been in therapy with her?	-Não faça conta.	Howard, tu és um químico. Diria que as tuas capacidades estão muito aquém para avaliar as capacidades de um homem ou esta dedução psicológica tem algo a ver com a tua mulher, tendo em conta que o Neils faz terapia com ela?
bill	conta	Don't listen.	Howard, you're a chemist, and I would say that your ability to analyze a man's intellectual capacity is way beyond your powers or is this psychological deduction something your wife came up with considering Neil's been in therapy with her?	-Não faça conta.	Howard, tu és um químico. Diria que as tuas capacidades estão muito aquém para avaliar as capacidades de um homem ou esta dedução psicológica tem algo a ver com a tua mulher, tendo em conta que o Neils faz terapia com ela?
Binder	Encadernador				
binocular	binocular				
biochemistry	bioquímica	I hadn't counted on their unusual biochemistry.	This priceless pastille you carelessly refer to as a mint, is in reality a triumph of advanced biochemistry.	Nao contava com sua bioquímica incomum.	Estas pastilhas preciosas, a que chama mentol, são, na verdade, um triunfo da bioquímica.
biodiversity	biodiversidade				
biography	biografia				
biologist	biólogo				
biology	biologia	Ok. Romeo with a biology bo.	I can also hear a young man just outside that window discussing a problem in advanced biology.	Um Romeu, com livro de biologia.	Consigo ouvir um homem a discutir biologia avançada lá fora.
bird	pássaro	If I were a bird	Please. Sweetheart, the only bird that's gonna be in my hand, and I'm very sorry to say this, is a steering wheel from 4:00 to midnight. Sure.	Se eu fosse um pássaro	O único pássaro que vou ter na mão, e tenho muita pena de dizer isto, vai ser um volante, entre as 4 e a meia-noite.
birth	nascimento	I was very happy with my birth.	And while the flash of our beginning... has not yet traveled the light years into distance... has not yet been seen by planets deep within the other galaxies... we will disappear into the blackness of the space from which we came... destroyed as we began, in a burst of gas and fire.	Fiquei muito feliz com o meu nascimento.	E enquanto o clarão do nosso nascimento... ainda não viajou pelos anos-luz distanciando-se, e ainda não foi visto por planetas nas profundezas de outras galáxias, desapareceremos na escuridão do espaço de onde viemos. Destruídos como começámos, numa explosão de gás e fogo.
birthday	aniversário	Some birthday.	In the name of every man, woman, and child in this here county... in the name of the church board, the school board, the board of trustees... felicitations on your 65th birthday.	Belo aniversário.	Em nome de todos os homens, mulheres e crianças do distrito, do Conselho Eclesiástico e do Conselho escolar muitos parabéns pelo seu 65º aniversário.
biscuit	bolacha	Take a biscuit.	I knew the moment I saw his biscuit face sopping up wet around the horse guards he'd be here, starting his wheedling.	Toma uma bolacha.	Sabia que, no momento em que vi a sua cara de bolacha molhada junto à cavalariça que iria começar o queixume.
Bishop	Bispo	Bishop.	I believe My Lord Bishop of London came to you to demand the custody of the accused priest.	Bispo.	Creio que o Bispo de Londres veio exigir a custódia do padre acusado.
bison	búfalo	Buffalo hides.	He got three bullets with him, and walk with them would walk like a wounded buffalo.	Peles de búfalo.	Ele tem três balas consigo, e anda com elas como andaria um búfalo ferido.
Bistro	Bistro				
bite	morder	He won't bite you...	Thou canst not frown, thou canst not look askance, Nor bite the lip, as angry wenches will,	Ele não te vai morder.	Não podes franzir o sobrolho, nem olhar de esguelha, nem morder o lábio, como as moças quando se zangam.
bite	morder	He won't bite you...	Thou canst not frown, thou canst not look askance, Nor bite the lip, as angry wenches will,	Ele não te vai morder.	Não podes franzir o sobrolho, nem olhar de esguelha, nem morder o lábio, como as moças quando se zangam.
bitter	amargo	THIS BITTER EARTH,	I've led them a crooked path.	Este amargo mundo,	Eu conduzi-os por um caminho amargo.
bituman	betume	Rooms shalt thou make and shalt pitch it within and without with pitch.	Rooms shalt thou make and shalt pitch it within and without with pitch.	Divide-a em compartimentos e calafeta-a com betume por dentro e por fora.	Divide-a em compartimentos e calafeta-a com betume por dentro e por fora.
black	Preto	Black even	Black or yellow?	Preto.	Preto ou amarelo?
Blackbird	Passaro preto				
bladder	bexiga	Well, I think when you busted his hand you busted his bladder.	We use choicest, juicy chunks of fresh Cornish ram's bladder emptied, steamed, flavoured with sesame seeds whipped into a fondue and garnished with lark's vomit.	Bom, parece que quando imobilizaram suas mãos... também imobilizaram sua bexiga.	Usamos os melhores pedaços de bexiga de carneiro da Cornualha, vazios, fervidos e com o sabor a sementes de sésamo, mergulhamos num fondue e molhamos em vómito de cotovia.
