English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Boss	boss	He is my boss.	Show him who's boss.	Ele é meu patrão.	Mostra para ele quem é o chefe.
Boss	boss	He is my boss.	Show him who's boss.	Ele é meu patrão.	Mostra para ele quem é o chefe.
Botanist	Botanist				
Bottle	bottle	Open the bottle.	That bottle is full.	Abra a garrafa.	Aquela garrafa está cheia.
Bouncer	Bouncer				
Bound	bind	Do you bind books?	He is bound to her.	Você encaderna?	Ele é ligado a ela.
Bouquet	bouquet				
Bourgeoisie	bourgeoisie				
Bow	bow	This is a bow.	This is a bow.	Isto é um arco.	Isto é um arco.
Bow	bow	This is a bow.	This is a bow.	Isto é um arco.	Isto é um arco.
Bowl	bowl	Do you bowl?	Do you bowl?	Jogas boliche?	Tu jogas boliche?
Bowl	bowl	Do you bowl?	Do you bowl?	Jogas boliche?	Tu jogas boliche?
Box	box	Open the box.	May I open this box?	Abre a caixa.	Posso abrir esta caixa?
Boyfriend	boyfriend	I want a boyfriend.	You're my boyfriend.	Quero um namorado.	Você é meu namorado.
Bra	bra				
Bracelet	bracelet	This is a bracelet.	This is a bracelet.	Isto é uma pulseira.	Isto é uma pulseira.
Brain	brain	My brain hurts.	Turn on your brains!	Meu cérebro dói.	Liguem seus cérebros!
Brakes	brake	She braked.	Hit the brakes!	Ela freiou.	Freia!
Branch	branch				
Brazil	Brazil	I'm from Brazil.	Mary came to Brazil.	Sou do Brasil.	Maria veio para o Brasil.
Brazilian	brazilian	I'm Brazilian.	Carlos is Brazilian.	Sou brasileiro.	Carlos é brasileiro.
Breach	breach				
Bread	bread	I eat bread.	We are eating bread.	Eu como pão.	Estamos comendo pão.
Breadboard	Breadboard				
Break	break	I'm broke.	You broke the rules.	Estou sem dinheiro.	Tu infringiste as regras.
Break	break	I'm broke.	You broke the rules.	Estou sem dinheiro.	Tu infringiste as regras.
Breakdown	Breakdown				
Breaker	Breaker				
Breakfast	breakfast	Breakfast!	They made breakfast.	Café da Manhã!	Elas fizeram café da manhã.
Breakfast	breakfast	Breakfast!	They made breakfast.	Café da Manhã!	Elas fizeram café da manhã.
Breakout	breakout				
Breakthrough	Breakthrough				
Breast	breast				
Breath	breath	Take a breath.	You have bad breath.	Descanse um pouco.	Você tem mau hálito.
Breathe	Breathe	Breathe.	Tom isn't breathing.	Respire.	Tom não está respirando.
Breathe	Breathe	Breathe.	Tom isn't breathing.	Respire.	Tom não está respirando.
Breed	breed	It's a new breed.	It's a new breed.	É uma raça nova.	É uma raça nova.
Breeding	breeding				
Breeze	breeze				
Bribe	bribe	I bribed them.	I don't take bribes.	Eu os subornei.	Eu não aceito subornos.
Bridge	bridge	Cross the bridge.	Where is the bridge?	Atravesse a ponte.	Onde fica a ponte?
Bridge	bridge	Cross the bridge.	Where is the bridge?	Atravesse a ponte.	Onde fica a ponte?
Briefcase	briefcase				
Bring	bring	Bring wine.	Bring me my clothes.	Traga vinho.	Traga-me a minha roupa.
British	british	I'm British.	She is British.	Sou britânico.	Ela é britânica.
Broke	break	I'm broke.	You broke the rules.	Estou sem dinheiro.	Tu infringiste as regras.
Bronchitis	bronchitis				
Bronze	bronze				
Brook	brook				
Broom	broom	Tom brought a broom.	Tom brought a broom.	O Tom trouxe uma vassoura.	O Tom trouxe uma vassoura.
Brother	brother	Brothers!	I'm like my brother.	Irmãos!	Eu sou qual meu irmão.
Brotherhood	brotherhood				
Brown	Brown	They're brown.	Is this color brown?	São marrons.	Essa cor é marrom?
Brush	brush	Brush your hair.	Go brush your teeth.	Escove o cabelo.	Vão escovar os dentes.
Brush	brush	Brush your hair.	Go brush your teeth.	Escove o cabelo.	Vão escovar os dentes.
Brush	brush	Brush your hair.	Go brush your teeth.	Escove o cabelo.	Vão escovar os dentes.
Brutal	brutal				
Bubble	bubble	Is Bitcoin a bubble?	Is Bitcoin a bubble?	Bitcoin é uma bolha?	O Bitcoin é uma bolha?
Bucket	Bucket	I need a bucket.	Where's the bucket?	Preciso de um balde.	Onde está o balde?
Buddhism	buddhism				
Buddhist	buddhist	I'm a Buddhist.	What is a Buddhist?	Eu sou budista.	O que é um budista?
Budget	budget				
Buffalo	Buffalo	Tom saw a buffalo.	Tom saw a buffalo.	Tom viu um búfalo.	Tom avistou um búfalo.
Buffet	Buffet				
Bug	bug	You're a bug.	I'll report the bug.	Você é um inseto.	Vou dizer o defeito.
Build	build	I built it.	I built a new house.	Eu o construí.	Eu construí uma casa nova.
Building	building				
Bulb	Bulb				
Bull	bull				
Bulldozer	Bulldozer				
Bullet	bullet				
Bumper	bumper				
Buoy	buoy				
Bureaucracy	bureaucracy				
Burglar	burglar				
Burglary	burglary				
Burial	burial				
Buried	bury	She buried a dog.	He was buried alive.	Ela enterrou um cachorro.	Ele foi enterrado vivo.
Burma	Burma				
Burn	burn	It burned.	She burned my photo.	Queimou.	Ela queimou minha foto.
Burn	burn	It burned.	She burned my photo.	Queimou.	Ela queimou minha foto.
Burnt	burn	It burned.	She burned my photo.	Queimou.	Ela queimou minha foto.
Bus	bus	Take a bus.	Are those buses new?	Pegue um ônibus.	Esses autocarros são novos?
Bush	Bush	I'm bushed.	I'm bushed.	Estou exausto.	Eu estou exausto.
Bushel	Bushel				
Bust	bust				
But	but	But why?	He's smart but poor.	Mas por quê?	Muita coisa na cabeça, nada nos bolsos.
Butcher	butcher	He's a butcher.	Tom is a butcher.	Ele é um açougueiro.	Tom é açougueiro.
Butcher's	Butcher	He's a butcher.	Tom is a butcher.	Ele é um açougueiro.	Tom é açougueiro.
Butter	butter	Where's the butter?	Where is the butter?	Onde está a manteiga?	Onde está a manteiga?
Butterfly	butterfly	A butterfly!	I love butterflies.	Uma borboleta!	Adoro borboletas.
Buttock	buttock				
Button	button	Push the button.	Click the OK button.	Aperte o botão.	Clica no botão OK.
Buy	buy	Buy!	Tom bought me roses.	Compre!	Tom comprou rosas para mim.
Buyer	buyer				
Buyer	buyer				
CEO	ceo				
Cabbage	cabbage				
Cabin	cabin				
Cabin	cabin				
Cabin	cabin				
Cadence	cadence				
Café	café				
Cage	cage	Close the cage.	I opened the cages.	Fecha a gaiola.	Eu abri as gaiolas.
Cake	cake	I like cake.	Tom burned the cake.	Eu gosto de bolo.	Tom queimou o bolo.
Calcium	calcium				
Calculation	calculation				
Calculator	calculator				
Calendar	calendar	I need a calendar.	I'll buy a calendar.	Eu preciso de um calendário.	Eu comprarei um calendário.
Calf	calf				
Calibration	calibration				
Calibration	calibration				
Call	call	Call me.	Stop calling me Tom.	Me liga.	Para de me chamar de Tom.
Call	call	Call me.	Stop calling me Tom.	Me liga.	Para de me chamar de Tom.
Calmly	calmly				
Calorie	calorie				
Cambodia	Cambodia				
Camcorder	camcorder				
Camera	camera	He has a camera.	My camera is broken.	Ele tem uma câmera.	A minha câmera está quebrada.
Cameraman	cameraman				
Camouflage	camouflage				
Camouflage	camouflage				
Camp	camp				
Campaign	campaign				
Camper	Camper				
Camping	camping	I love camping.	Do you like camping?	Eu adoro acampar.	Você gosta de acampar?
Can	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Can	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Can	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Can	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Can-opener	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Canada	Canada	I'm from Canada.	Are you from Canada?	Eu sou do Canadá.	Você é do Canadá?
Canary	canary				
Cancer	cancer	Is it cancer?	I don't have cancer.	É câncer?	Eu não estou com câncer.
Candidate	candidate	Tom is a candidate.	Tom is a candidate.	Tom é um candidato.	Tom é um candidato.
Canine	canine				
Canned	can	Can I?	We can fix anything.	Posso?	Podemos consertar qualquer coisa.
Canoe	Canoe				
Canteen	canteen				
Canvas	Canvas				
Cap	cap	Where is my cap?	I have lost my cap.	Cadê o meu boné?	Perdi o meu chapéu.
Cap	cap	Where is my cap?	I have lost my cap.	Cadê o meu boné?	Perdi o meu chapéu.
Cap	cap	Where is my cap?	I have lost my cap.	Cadê o meu boné?	Perdi o meu chapéu.
Capable	capable				
Cape	cape				
Capillary	capillary				
Capital	capital	We need capital.	We need capital.	Nós precisamos de capital.	Nós precisamos de capital.
Capital	capital	We need capital.	We need capital.	Nós precisamos de capital.	Nós precisamos de capital.
Capital	capital	We need capital.	We need capital.	Nós precisamos de capital.	Nós precisamos de capital.
Capitalist	capitalist				
Capsule	capsule				
Captain	captain	Tom is the captain.	He was made captain.	Tom é o capitão.	Ele foi nomeado capitão.
Captain	captain	Tom is the captain.	He was made captain.	Tom é o capitão.	Ele foi nomeado capitão.
Car	car	I sell cars.	Sami has a good car.	Eu vendo carros.	Sami tem um bom carro.
Carafe	Carafe				
Caramel	caramel				
Caravan	Caravan				
Caravan	Caravan				
Caravel	caravel				
Carcass	carcass				
Carcinogenic	carcinogenic				
Card	card	Pick a card.	Do you want my card?	Escolha uma carta.	Você quer o meu cartão?
Cardboard	Cardboard				
Cardinal	Cardinal				
Career	career				
Carefree	carefree				
Careful	careful	Careful!	Be careful with him.	Tenha cuidado!	Tenha cuidado com ele.
Carefully	carefully	Open carefully.	Follow me carefully.	Abra com cuidado.	Siga-me cuidadosamente.
Careless	careless	Tom is careless.	Tom is careless.	Tom é descuidado.	Tom é descuidado.
Carelessly	Carelessly				
Caretaker	Caretaker				
Cargo	cargo				
Caricature	caricature				
Caricaturist	caricaturist				
Carnival	carnival	Life is a carnival.	Life is a carnival.	A vida é um carnaval.	A vida é um carnaval.
Carp	carp				
Carpenter	carpenter	I'm a carpenter.	Tom is a carpenter.	Eu sou um carpinteiro.	Tom é carpinteiro.
Carpenter	carpenter	I'm a carpenter.	Tom is a carpenter.	Eu sou um carpinteiro.	Tom é carpinteiro.
Carrot	carrot	I hate carrots.	Tom hates carrots.	Eu detesto cenoura.	Tom detesta cenoura.
Cartridge	Cartridge				
Cascade	cascade				
Case	case	Case closed!	The case is complex.	Caso resolvido!	O caso é complexo.
Case	case	Case closed!	The case is complex.	Caso resolvido!	O caso é complexo.
Cashier	cashier				
Cast	cast	The die is cast.	The die is cast.	A sorte está lançada.	O dado está lançado.
Castle	Castle	I like castles.	I saw Osaka Castle.	Eu gosto de castelos.	Eu vi o Castelo Osaka.
Castle	Castle	I like castles.	I saw Osaka Castle.	Eu gosto de castelos.	Eu vi o Castelo Osaka.
Cat	cat	Poor cat.	The cats drink milk.	Pobre gato.	Os gatos bebem leite.
Catapult	Catapult				
Catastrophe	catastrophe				
Catch	catch	Catch it!	I almost caught Tom.	Pegue!	Quase peguei o Tom.
Categorization	categorization				
Category	category				
Caterpillar	caterpillar				
Catfish	catfish				
Catholic	catholic	I'm not Catholic.	I'm not Catholic.	Eu não sou católico.	Eu não sou católico.
Catholicism	catholicism				
Cattle	Cattle	I rear cattle.	We have ten cattle.	Eu crio gado.	Temos dez cabeças de gado.
Cauliflower	cauliflower				
Cause	cause	What causes it?	What causes snoring?	O que causa isso?	O que causa ronco?
Cause	cause	What causes it?	What causes snoring?	O que causa isso?	O que causa ronco?
Caution	caution	Caution.	Use it with caution.	Cuidado.	Use-o com cautela.
Cavalry	cavalry				
Cave	Cave	I'm a cave diver.	Tom lived in a cave.	Sou mergulhador de cavernas.	Tom vivia em uma caverna.
Cavern	Cavern				
Caviar	caviar	I ate caviar.	I ate caviar.	Eu comi caviar.	Eu comi caviar.
Cavity	cavity				
Caw	caw				
Cease-fire	cease				
Cedilla	Cedilla				
Ceiling	ceiling				
Celebrity	celebrity	Tom is a celebrity.	I'm not a celebrity.	Tom é uma celebridade.	Eu não sou uma celebridade.
Cell	cell	An egg is a cell.	What's a stem cell?	O ovo é uma célula.	O que é uma célula tronco?
Cell	cell	An egg is a cell.	What's a stem cell?	O ovo é uma célula.	O que é uma célula tronco?
Cello	Cello	Tom plays the cello.	Tom plays the cello.	Tom toca violoncelo.	Tom toca violoncelo.
Celtic	celtic				
Cement	cement				
Cemetery	cemetery				
Censorship	censorship				
Cent	cent				
Centimeter	centimeter				
Centipede	Centipede				
Centralization	centralization				
Centre	centre				
Century	century				
Cereal	cereal	Corn is a cereal.	I don't want cereal.	O milho é um cereal.	Eu não quero cereal.
Ceremony	ceremony	He loves ceremonies.	He loves ceremonies.	Ele adora cerimônias.	Ele adora cerimônias.
Certain	certain	I'm certain.	I'm certain of that.	Tenho certeza.	Eu estou certo disso.
Cetacean	cetacean				
Chain	chain	Is the dog chained?	Is the dog chained?	O cachorro está preso?	O cachorro está preso?
Challenge	challenge	We challenge you.	Is this a challenge?	Nós os desafiamos.	Isso é um desafio?
Chambermaid	Chambermaid				
Chameleon	chameleon				
Champion	champion	He is the champion.	We're the champions.	Ele é o campeão.	Nós somos os campeões.
Champion	champion	He is the champion.	We're the champions.	Ele é o campeão.	Nós somos os campeões.
Championship	championship				
Chance	chance	No chance.	I'll take my chance.	De jeito nenhum.	Eu vou arriscar.
Chance	chance	No chance.	I'll take my chance.	De jeito nenhum.	Eu vou arriscar.
Chandelier	Chandelier				
Change	change	I'll change.	You've changed, Tom.	Mudarei.	Você mudou, Tom.
Change	change	I'll change.	You've changed, Tom.	Mudarei.	Você mudou, Tom.
Change	change	I'll change.	You've changed, Tom.	Mudarei.	Você mudou, Tom.
Change	change	I'll change.	You've changed, Tom.	Mudarei.	Você mudou, Tom.
Chapel	chapel				
Character	character	Tom is a character.	Tom is a character.	Tom é uma figura.	Tom é uma figura.
Character	character	Tom is a character.	Tom is a character.	Tom é uma figura.	Tom é uma figura.
Charger	charger	This is a charger.	This is a charger.	Isto é um carregador.	Isto é um carregador.
Charges	charge	Charge!	Tom isn't in charge.	Carga!	Tom não é o responsável.
Charity	charity				
Charm	Charm				
Charming	charming				
Chart	Chart	What's this chart?	What's this chart?	Que gráfico é esse?	Que gráfico é esse?
Cheap	cheap	Oh, It's cheap!	This one is cheaper.	Oh, está barato!	Esta aqui é mais barata.
Check	check	I'll check.	Tom checked the oil.	Verificarei.	Tom checou o óleo.
Checkers	checker				
Checkmate	checkmate	Checkmate.	Checkmate!	Xeque-mate.	Xeque-mate!
Cheek	cheek				
Cheekbones	cheekbone				
Cheerful	cheerful				
Cheese	cheese	Say cheese.	I ran out of cheese.	Sorria.	Eu fiquei sem queijo.
Chemist	chemist				
Chemist	chemist				
Chemist	chemist				
Chemist	chemist				
Chemistry	chemistry	I hate chemistry.	She likes chemistry.	Eu odeio química.	Ela gosta de química.
Cherry	cherry	Cherries are red.	The cherry is red.	Cerejas são vermelhas.	A cereja é vermelha.
Chess	chess	I like chess.	We often play chess.	Eu gosto de xadrez.	Nós jogamos xadrez com frequência.
Chestnut	Chestnut				
Chestnut	Chestnut				
Chick	chick				
Chicken	chicken	Chicken!	I can't eat chicken.	Amarelão!	Não posso comer frango.
Childhood	childhood				
Childish	childish	That's childish.	She's very childish.	Isso é infantil.	Ela é muito imatura.
Children	child	I'm a child.	It was child's play.	Sou criança.	Era fácil demais.
Chile	Chile	She is from Chile.	Come to Chile again!	Ela é do Chile.	Venha outra vez ao Chile!
Chimney	chimney				
Chimpanzee	chimpanzee				
Chin	Chin				
China	China	I like China.	I was born in China.	Gosto da China.	Nasci na China.
China	China	I like China.	I was born in China.	Gosto da China.	Nasci na China.
Chinese	chinese	He's Chinese.	It's a Chinese name.	Ele é chinês.	É um nome chinês.
Chinese	chinese	He's Chinese.	It's a Chinese name.	Ele é chinês.	É um nome chinês.
Chive	chive				
Chocolate	chocolate	I like chocolate.	Tom likes chocolate.	Eu gosto de chocolate.	Tom gosta de chocolate.
Chocolate	chocolate	I like chocolate.	Tom likes chocolate.	Eu gosto de chocolate.	Tom gosta de chocolate.
Choose	choose	Choose.	Who chose this wine?	Escolha.	Quem foi que escolheu este vinho?
Chopstick	chopstick				
Choreography	choreography				
Christian	christian	I'm a Christian.	Are you a Christian?	Sou cristã.	Vocês são cristãos?
Christianity	christianity				
Christmas	Christmas	It's Christmas.	Tom hates Christmas.	É Natal.	Tom odeia o Natal.
Chuckle	Chuckle	Tom chuckled.	Mary chuckled.	Tom deu uma risada discreta.	Mary riu-se à socapa.
Church	church	I go to church.	I've been to church.	Eu vou à igreja.	Eu já fui à igreja.
Cicada	Cicada				
Cider	cider	Cider please.	Cider please.	Cidra, por favor.	Cidra, por favor.
Cigar	cigar	This is a cigar.	Do you smoke cigars?	Isto é um charuto.	Você fuma charutos?
Cinema	cinema	I was at the cinema.	I was at the cinema.	Eu estava no cinema.	Eu estava no cinema.
Cinnamon	Cinnamon				
Circumcised	circumcise				
Circumcision	circumcision				
Circus	Circus	Life is a circus.	Life is a circus.	A vida é um circo.	A vida é um circo.
Cistern	cistern				
Citizenship	citizenship				
Civilian	civilian				
Civilisation	civilisation				
Clan	clan				
Clandestineness	clandestineness				
Clarify	clarify	Let me clarify that.	Let me clarify that.	Permita-me esclarecer isso.	Permita-me esclarecer isso.
Clash	clash	Those colors clash.	Those colors clash.	Essas cores não combinam.	Essas cores não combinam.
